word_key,key,img_key,EnglishWord,PartOfSpeech,GeorgianWord,hint,priority,group,ExampleEnglish1,ExampleGeorgian1,tips
level,level,level,level,noun,დონე,misc_nouns,1,general,Her Georgian is a good level,მისი ქართული კარგ დონეზეა,
fifteen,fifteen,fifteen,15,noun,თხუთმეტი,numbers,1,general,fifteen minutes,თხუთმეტი წუთი,Construction: Ten (თ) + five (ხუთ) + more (მეტი).
airport,airport,airport,airport,noun,აეროპორტი,location,1,general,at the airport,აეროპორტში,
next_adv,next_adv,next_adv,next (in sequence),adverb,შემდეგ,adverb,1,general,What happened next?,შემდეგ რა მოხდა?,"Also used as a postposition meaning ""after""."
always,always,always,always,adverb,ყოველთვის,adverb,1,general,I always remember,მე ყოველთვის მახსოვს,Compound: ყოველ (every) + თვის (time/genitive).
monday,monday,monday,Monday,noun,ორშაბათი,days_of_week,1,general,See you on Monday.,ორშაბათს გნახავ.,Literally: Second (ორ) Saturday (შაბათი). The week historically counted from Sunday/Saturday.
sixteen,sixteen,sixteen,16,noun,თექვსმეტი,numbers,1,general,sixteen years old,თექვსმეტი წლის,Construction: Ten (თ) + six (ექვს) + more (მეტი).
im_hungry,im_hungry,im_hungry,I’m hungry,phrase,მშია,phrase,2,phrases,"Me too, let's eat!","მეც, წავიდეთ ვჭამოთ!","Verbs of feeling use the dative case. Literally ""To me it hungers""."
learn,learn_inf,learn,learning,verb-inf,სწავლა,verb,1,verbs,learning Georgian is fun,ქართული სწავლა სახალისოა,
learn,learn_p1s,learn,I learn,verb-p1s,მე ვსწავლობ,verb,1,verbs,I learn Georgian,მე ვსწავლობ ქართულს,
learn,learn_p2s,learn,You learn,verb-p2s,შენ სწავლობ,verb,1,verbs,What are you learning?,რას სწავლობ?,
learn,learn_p3s,learn,He/She/It learns,verb-p3s,ის სწავლობს,verb,1,verbs,He learns quickly,ის სწრაფად სწავლობს,
learn,learn_p1p,learn,We learn,verb-p1p,ჩვენ ვსწავლობთ,verb,1,verbs,We learn together,ჩვენ ერთად ვსწავლობთ,
learn,learn_p2p,learn,You (pl) learn,verb-p2p,თქვენ სწავლობთ,verb,1,verbs,You learn well,თქვენ კარგად სწავლობთ,
learn,learn_p3p,learn,They learn,verb-p3p,ისინი სწავლობენ,verb,1,verbs,They learn at school,ისინი სკოლაში სწავლობენ,
three,three,three,3,noun,სამი,numbers,1,general,three people,სამი ადამიანი,
father,father,father,father,noun,მამა,people,1,general,My father is at home,ჩემი მამა სახლშია,"Note: ""Mama"" means Father. ""Deda"" means Mother."
thirteen,thirteen,thirteen,13,noun,ცამეტი,numbers,1,general,thirteen years old,ცამეტი წლისა,Construction: Ten (ც comes from ათ) + three (სამ) + more (მეტი).
second,second,second,second,noun,წამი,time,1,general,wait one second,დაელოდე ერთი წამი,
morning_time,morning_time,morning_time,morning,noun,დილა,time,1,general,early in the morning,დილით ადრე,
forty,forty,forty,40,noun,ორმოცი,numbers,1,general,forty lari cash,ორმოცი ლარი ნაღდი,Vigesimal system: Two (ორ) times twenty (ოცი).
white,white,white,white,adjective,თეთრი,color,1,general,I want white wine,თეთრი ღვინო მინდა,
im_thirsty,im_thirsty,im_thirsty,I’m thirsty,phrase,მწყურია,phrase,2,phrases,"I’m thirsty, do you have water?","მწყურია, გაქვს წყალი?","Literally ""To me it thirsts""."
think,think_inf,think,thinking,verb-inf,ფიქრი,verb,1,verbs,thinking about you is nice,შენზე ფიქრი კარგია,
think,think_p1s,think,I think,verb-p1s,მე ვფიქრობ,verb,1,verbs,I think so,მე ასე ვფიქრობ,
think,think_p2s,think,You think,verb-p2s,შენ ფიქრობ,verb,1,verbs,What do you think?,შენ რას ფიქრობ?,
think,think_p3s,think,He/She/It thinks,verb-p3s,ის ფიქრობს,verb,1,verbs,She thinks a lot,ის ბევრს ფიქრობს,
think,think_p1p,think,We think,verb-p1p,ჩვენ ვფიქრობთ,verb,1,verbs,We think it's a good idea,"ჩვენ ვფიქრობთ, კარგი იდეაა",
think,think_p2p,think,You (pl) think,verb-p2p,თქვენ ფიქრობთ,verb,1,verbs,What do you think?,თქვენ რას ფიქრობთ?,
think,think_p3p,think,They think,verb-p3p,ისინი ფიქრობენ,verb,1,verbs,They think differently,ისინი სხვანაირად ფიქრობენ,
plane,plane,plane,plane,noun,თვითმფრინავი,transportation,1,general,we are going by plane,ჩვენ თვითმფრინავით მივდივართ,Compound: თვით (self) + მფრინავი (flying).
at,at,at,at,preposition,-თან,preposition,1,general,He is at the table,ის მაგიდასთან არის,Postposition used with the dative case.
sunday,sunday,sunday,Sunday,noun,კვირა,days_of_week,1,general,We’ll meet on Sunday,კვირას შევხვდებით,"Also means ""week""."
nineteen,nineteen,nineteen,19,noun,ცხრამეტი,numbers,1,general,she is nineteen years old,ის ცხრამეტი წლისაა,Construction: Ten (ათ) + nine (ცხრა) + more (მეტი).
red_wine,red_wine,red_wine,red wine,noun,წითელი ღვინო,beverages,1,general,a glass of red wine,ჭიქა წითელი ღვინო,
wine,wine,wine,wine,noun,ღვინო,beverages,1,general,Do you like Georgian wine?,ქართული ღვინო მოგწონს?,
boy,boy,boy,boy,noun,ბიჭი,people,1,general,a little boy,პატარა ბიჭი,
stop_imperative,stop_imperative,stop_imperative,Stop!,phrase,გაჩერდი!,command,2,phrases,"Stop here, please!","აქ გაჩერდი, გთხოვ!",Imperative form of გაჩერება (to stop).
speak,speak_inf,speak,speaking,verb-inf,ლაპარაკი,verb,1,verbs,speaking Georgian is difficult,ქართულად ლაპარაკი რთულია,
speak,speak_p1s,speak,I speak,verb-p1s,მე ვლაპარაკობ,verb,1,verbs,I speak English,მე ვლაპარაკობ ინგლისურად,
speak,speak_p2s,speak,You speak,verb-p2s,შენ ლაპარაკობ,verb,1,verbs,Do you speak Georgian?,შენ ლაპარაკობ ქართულად?,
speak,speak_p3s,speak,He/She/It speaks,verb-p3s,ის ლაპარაკობს,verb,1,verbs,She speaks quickly,ის სწრაფად ლაპარაკობს,
speak,speak_p1p,speak,We speak,verb-p1p,ჩვენ ვლაპარაკობთ,verb,1,verbs,We speak about everything,ჩვენ ყველაფერზე ვლაპარაკობთ,
speak,speak_p2p,speak,You (pl) speak,verb-p2p,თქვენ ლაპარაკობთ,verb,1,verbs,Do you speak English?,თქვენ ლაპარაკობთ ინგლისურად?,
speak,speak_p3p,speak,They speak,verb-p3p,ისინი ლაპარაკობენ,verb,1,verbs,They speak loudly,ისინი ხმამაღლა ლაპარაკობენ,
tea,tea,tea,tea,noun,ჩაი,beverages,1,general,I like hot tea,მე ცხელი ჩაი მომწონს,
everything,everything,everything,everything,pronoun,ყველაფერი,pronoun,1,general,everything is good,ყველაფერი კარგადაა,"Literally ""all (ყველა) colors (ფერი)""."
salt,salt,salt,salt,noun,მარილი,food,1,general,salt and pepper,მარილი და პილპილი,
twenty,twenty,twenty,20,noun,ოცი,numbers,1,general,he has twenty lari,მას ოცი ლარი აქვს,"Base number for counting. 40 is ""two-twenty""."
train_station,train_station,train_station,train station,noun,რკინიგზის სადგური,location,1,general,I am at the train station,მე რკინიგზის სადგურზე ვარ,რკინიგზა = Iron (რკინა) + Road (გზა).
these,these,these,these,pronoun,ესენი,pronoun,1,general,These are my friends,ესენი ჩემი მეგობრები არიან,Plural of ეს (this).
eighty,eighty,eighty,80,noun,ოთხმოცი,numbers,1,general,he is eighty years old,ის ოთხმოცი წლისაა,Four (ოთხი) times twenty (ოცი).
shall_i_help_you,shall_i_help_you,shall_i_help_you,Shall I help you?,phrase,დაგეხმარები?,phrase,2,phrases,"Yes please, if you can.","დიახ, თუ შეგიძლიათ.",
eat,eat_inf,eat,eating,verb-inf,ჭამა,verb,1,verbs,eating khinkali is fun,ხინკლის ჭამა სახალისოა,
eat,eat_p1s,eat,I eat,verb-p1s,მე ვჭამ,verb,1,verbs,I eat bread,მე პურს ვჭამ,
eat,eat_p2s,eat,You eat,verb-p2s,შენ ჭამ,verb,1,verbs,What do you eat?,რას ჭამ?,
eat,eat_p3s,eat,He/She/It eats,verb-p3s,ის ჭამს,verb,1,verbs,He eats meat,ის ხორცს ჭამს,
eat,eat_p1p,eat,We eat,verb-p1p,ჩვენ ვჭამთ,verb,1,verbs,We eat together,ჩვენ ერთად ვჭამთ,
eat,eat_p2p,eat,You (pl) eat,verb-p2p,თქვენ ჭამთ,verb,1,verbs,Where do you eat?,სად ჭამთ?,
